idx,seconds,feat__type,hog__block_norm,hog__cells_per_block,hog__orientations,hog__pixels_per_cell,pca__n_components,svm__C,mean_accuracy,fold_scores,fold_mean,fold_std,sift__contrastThreshold,sift__edgeThreshold,sift__n_features,sift__sigma
291,198.54468393325806,sift,,,,,128,4.0,0.7308337326305702,"[0.7609008145663632, 0.7007666506947772]",0.7308337326305702,0.030067081935792994,0.04,10.0,0.0,1.2
292,204.0427281856537,sift,,,,,128,0.002,0.7362242453282224,"[0.736942980354576, 0.7355055103018687]",0.7362242453282224,0.0007187350263536119,0.04,10.0,0.0,1.6
293,259.1302561759949,sift,,,,,128,0.25,0.7453881169142309,"[0.7455678006708194, 0.7452084331576425]",0.7453881169142309,0.0001796837565884446,0.04,10.0,0.0,1.6
294,615.0185751914978,sift,,,,,128,1.0,0.745268327743172,"[0.7455678006708194, 0.7449688548155247]",0.745268327743172,0.00029947292764737066,0.04,10.0,0.0,1.6
295,202.3632001876831,sift,,,,,128,4.0,0.745268327743172,"[0.7455678006708194, 0.7449688548155247]",0.745268327743172,0.00029947292764737066,0.04,10.0,0.0,1.6
296,422.63275504112244,sift,,,,,128,0.002,0.7407163392429325,"[0.7392189746046958, 0.7422137038811691]",0.7407163392429325,0.0014973646382366868,0.04,10.0,0.0,1.8
297,199.83867526054382,sift,,,,,128,0.25,0.6121226641111643,"[0.7416147580258745, 0.4826305701964542]",0.6121226641111643,0.12949209391471014,0.04,10.0,0.0,1.8
298,259.6342611312866,sift,,,,,128,1.0,0.6107450886439866,"[0.4768806899856253, 0.7446094873023479]",0.6107450886439866,0.1338643986583613,0.04,10.0,0.0,1.8
299,200.65528917312622,sift,,,,,128,4.0,0.7084930522280786,"[0.6722568279827503, 0.7447292764734068]",0.7084930522280786,0.03623622424532824,0.04,10.0,0.0,1.8
300,191.33540987968445,sift,,,,,128,0.002,0.5999041686631529,"[0.7576665069477719, 0.4421418303785338]",0.5999041686631529,0.15776233828461908,0.04,10.0,600.0,1.2
301,233.19059085845947,sift,,,,,128,0.25,0.6851940584571155,"[0.6116435074269286, 0.7587446094873024]",0.6851940584571155,0.07355055103018687,0.04,10.0,600.0,1.2
302,3763.6685798168182,sift,,,,,128,1.0,0.7035816962146622,"[0.648418782942022, 0.7587446094873024]",0.7035816962146622,0.05516291327264017,0.04,10.0,600.0,1.2
303,16285.982993841171,sift,,,,,128,4.0,0.7599425011978918,"[0.7609008145663632, 0.7589841878294202]",0.7599425011978918,0.000958313368471464,0.04,10.0,600.0,1.2
304,16196.27053976059,sift,,,,,128,0.002,0.7423334930522281,"[0.7426928605654048, 0.7419741255390513]",0.7423334930522281,0.0003593675131767782,0.04,10.0,600.0,1.6
305,15881.659281730652,sift,,,,,128,0.25,0.7453881169142309,"[0.7455678006708194, 0.7452084331576425]",0.7453881169142309,0.0001796837565884446,0.04,10.0,600.0,1.6
306,17432.640201807022,sift,,,,,128,1.0,0.745268327743172,"[0.7455678006708194, 0.7449688548155247]",0.745268327743172,0.00029947292764737066,0.04,10.0,600.0,1.6
307,6360.312061071396,sift,,,,,128,4.0,0.745268327743172,"[0.7455678006708194, 0.7449688548155247]",0.745268327743172,0.00029947292764737066,0.04,10.0,600.0,1.6
308,195.79018807411194,sift,,,,,128,0.002,0.7407163392429325,"[0.7392189746046958, 0.7422137038811691]",0.7407163392429325,0.0014973646382366868,0.04,10.0,600.0,1.8
309,1735.8963899612427,sift,,,,,128,0.25,0.7431720172496407,"[0.7416147580258745, 0.7447292764734068]",0.7431720172496407,0.0015572592237661498,0.04,10.0,600.0,1.8
310,10085.819172859192,sift,,,,,128,1.0,0.7430522280785816,"[0.7414949688548155, 0.7446094873023479]",0.7430522280785816,0.0015572592237662053,0.04,10.0,600.0,1.8
311,18492.9579269886,sift,,,,,128,4.0,0.7431121226641111,"[0.7414949688548155, 0.7447292764734068]",0.7431121226641111,0.0016171538092956683,0.04,10.0,600.0,1.8
312,17236.093835115433,sift,,,,,128,0.002,0.7562290368950647,"[0.7576665069477719, 0.7547915668423575]",0.7562290368950647,0.0014374700527072237,0.04,10.0,1000.0,1.2
313,16896.16110110283,sift,,,,,128,0.25,0.7598227120268328,"[0.7609008145663632, 0.7587446094873024]",0.7598227120268328,0.00107810253953039,0.04,10.0,1000.0,1.2
314,17051.422027111053,sift,,,,,128,1.0,0.7598227120268328,"[0.7609008145663632, 0.7587446094873024]",0.7598227120268328,0.00107810253953039,0.04,10.0,1000.0,1.2
315,10988.626007080078,sift,,,,,128,4.0,0.7599425011978918,"[0.7609008145663632, 0.7589841878294202]",0.7599425011978918,0.000958313368471464,0.04,10.0,1000.0,1.2
316,339.9638147354126,sift,,,,,128,0.002,0.7423334930522281,"[0.7426928605654048, 0.7419741255390513]",0.7423334930522281,0.0003593675131767782,0.04,10.0,1000.0,1.6
317,2474.7506518363953,sift,,,,,128,0.25,0.7453881169142309,"[0.7455678006708194, 0.7452084331576425]",0.7453881169142309,0.0001796837565884446,0.04,10.0,1000.0,1.6
318,193.06383204460144,sift,,,,,128,1.0,0.745268327743172,"[0.7455678006708194, 0.7449688548155247]",0.745268327743172,0.00029947292764737066,0.04,10.0,1000.0,1.6
319,194.63628387451172,sift,,,,,128,4.0,0.745268327743172,"[0.7455678006708194, 0.7449688548155247]",0.745268327743172,0.00029947292764737066,0.04,10.0,1000.0,1.6
320,3971.5696120262146,sift,,,,,128,0.002,0.7407163392429325,"[0.7392189746046958, 0.7422137038811691]",0.7407163392429325,0.0014973646382366868,0.04,10.0,1000.0,1.8
321,3692.840300798416,sift,,,,,128,0.25,0.7431720172496407,"[0.7416147580258745, 0.7447292764734068]",0.7431720172496407,0.0015572592237661498,0.04,10.0,1000.0,1.8
322,194.78251814842224,sift,,,,,128,1.0,0.7430522280785816,"[0.7414949688548155, 0.7446094873023479]",0.7430522280785816,0.0015572592237662053,0.04,10.0,1000.0,1.8
323,200.02836990356445,sift,,,,,128,4.0,0.7431121226641111,"[0.7414949688548155, 0.7447292764734068]",0.7431121226641111,0.0016171538092956683,0.04,10.0,1000.0,1.8
324,195.01853489875793,sift,,,,,128,0.002,0.7601820795400096,"[0.7594633445136559, 0.7609008145663632]",0.7601820795400096,0.0007187350263536119,0.04,15.0,0.0,1.2
325,193.16409611701965,sift,,,,,128,0.25,0.7641351221849545,"[0.7628174413033062, 0.7654528030666028]",0.7641351221849545,0.0013176808816482977,0.04,15.0,0.0,1.2
326,192.46482491493225,sift,,,,,128,1.0,0.764195016770484,"[0.7628174413033062, 0.7655725922376617]",0.764195016770484,0.0013775754671777607,0.04,15.0,0.0,1.2
327,194.96921396255493,sift,,,,,128,4.0,0.7642549113560134,"[0.7629372304743651, 0.7655725922376617]",0.7642549113560134,0.0013176808816482977,0.04,15.0,0.0,1.2
328,205.29631209373474,sift,,,,,128,0.002,0.7446094873023479,"[0.7447292764734068, 0.744489698131289]",0.7446094873023479,0.00011978917105892606,0.04,15.0,0.0,1.6
329,204.3314139842987,sift,,,,,128,0.25,0.7479036895064686,"[0.7473646382367034, 0.7484427407762339]",0.7479036895064686,0.0005390512697652228,0.04,15.0,0.0,1.6
330,202.7696089744568,sift,,,,,128,1.0,0.747963584091998,"[0.7474844274077623, 0.7484427407762339]",0.747963584091998,0.00047915668423575974,0.04,15.0,0.0,1.6
331,205.86776900291443,sift,,,,,128,4.0,0.747963584091998,"[0.7474844274077623, 0.7484427407762339]",0.747963584091998,0.00047915668423575974,0.04,15.0,0.0,1.6
332,205.70616793632507,sift,,,,,128,0.002,0.741554863440345,"[0.7399377096310493, 0.7431720172496407]",0.741554863440345,0.0016171538092956683,0.04,15.0,0.0,1.8
333,207.14779090881348,sift,,,,,128,0.25,0.7466459032103498,"[0.7449688548155247, 0.7483229516051749]",0.7466459032103498,0.0016770483948251313,0.04,15.0,0.0,1.8
334,205.17785716056824,sift,,,,,128,1.0,0.7467656923814088,"[0.7449688548155247, 0.7485625299472928]",0.7467656923814088,0.0017968375658840574,0.04,15.0,0.0,1.8
335,206.27224707603455,sift,,,,,128,4.0,0.7467656923814088,"[0.7449688548155247, 0.7485625299472928]",0.7467656923814088,0.0017968375658840574,0.04,15.0,0.0,1.8
336,200.30934596061707,sift,,,,,128,0.002,0.7601820795400096,"[0.7594633445136559, 0.7609008145663632]",0.7601820795400096,0.0007187350263536119,0.04,15.0,600.0,1.2
337,202.14270091056824,sift,,,,,128,0.25,0.7641351221849545,"[0.7628174413033062, 0.7654528030666028]",0.7641351221849545,0.0013176808816482977,0.04,15.0,600.0,1.2
338,197.5091531276703,sift,,,,,128,1.0,0.764195016770484,"[0.7628174413033062, 0.7655725922376617]",0.764195016770484,0.0013775754671777607,0.04,15.0,600.0,1.2
339,196.80907201766968,sift,,,,,128,4.0,0.7642549113560134,"[0.7629372304743651, 0.7655725922376617]",0.7642549113560134,0.0013176808816482977,0.04,15.0,600.0,1.2
340,200.0055229663849,sift,,,,,128,0.002,0.7446094873023479,"[0.7447292764734068, 0.744489698131289]",0.7446094873023479,0.00011978917105892606,0.04,15.0,600.0,1.6
341,7258.905392169952,sift,,,,,128,0.25,0.7479036895064686,"[0.7473646382367034, 0.7484427407762339]",0.7479036895064686,0.0005390512697652228,0.04,15.0,600.0,1.6
342,18108.03018593788,sift,,,,,128,1.0,0.747963584091998,"[0.7474844274077623, 0.7484427407762339]",0.747963584091998,0.00047915668423575974,0.04,15.0,600.0,1.6
343,20160.864798069,sift,,,,,128,4.0,0.747963584091998,"[0.7474844274077623, 0.7484427407762339]",0.747963584091998,0.00047915668423575974,0.04,15.0,600.0,1.6
344,16853.658852815628,sift,,,,,128,0.002,0.741554863440345,"[0.7399377096310493, 0.7431720172496407]",0.741554863440345,0.0016171538092956683,0.04,15.0,600.0,1.8
345,17148.23174214363,sift,,,,,128,0.25,0.7466459032103498,"[0.7449688548155247, 0.7483229516051749]",0.7466459032103498,0.0016770483948251313,0.04,15.0,600.0,1.8
346,20717.38223004341,sift,,,,,128,1.0,0.7467656923814088,"[0.7449688548155247, 0.7485625299472928]",0.7467656923814088,0.0017968375658840574,0.04,15.0,600.0,1.8
347,22157.883040905,sift,,,,,128,4.0,0.7467656923814088,"[0.7449688548155247, 0.7485625299472928]",0.7467656923814088,0.0017968375658840574,0.04,15.0,600.0,1.8
348,17498.437911987305,sift,,,,,128,0.002,0.7601820795400096,"[0.7594633445136559, 0.7609008145663632]",0.7601820795400096,0.0007187350263536119,0.04,15.0,1000.0,1.2
349,16606.732602119446,sift,,,,,128,0.25,0.7641351221849545,"[0.7628174413033062, 0.7654528030666028]",0.7641351221849545,0.0013176808816482977,0.04,15.0,1000.0,1.2
350,17100.625705242157,sift,,,,,128,1.0,0.764195016770484,"[0.7628174413033062, 0.7655725922376617]",0.764195016770484,0.0013775754671777607,0.04,15.0,1000.0,1.2
351,18266.99990582466,sift,,,,,128,4.0,0.7642549113560134,"[0.7629372304743651, 0.7655725922376617]",0.7642549113560134,0.0013176808816482977,0.04,15.0,1000.0,1.2
352,23401.530741930008,sift,,,,,128,0.002,0.7446094873023479,"[0.7447292764734068, 0.744489698131289]",0.7446094873023479,0.00011978917105892606,0.04,15.0,1000.0,1.6
353,17806.05310511589,sift,,,,,128,0.25,0.7479036895064686,"[0.7473646382367034, 0.7484427407762339]",0.7479036895064686,0.0005390512697652228,0.04,15.0,1000.0,1.6
354,13926.178828001022,sift,,,,,128,1.0,0.747963584091998,"[0.7474844274077623, 0.7484427407762339]",0.747963584091998,0.00047915668423575974,0.04,15.0,1000.0,1.6
355,539.9111318588257,sift,,,,,128,4.0,0.747963584091998,"[0.7474844274077623, 0.7484427407762339]",0.747963584091998,0.00047915668423575974,0.04,15.0,1000.0,1.6
356,202.61588883399963,sift,,,,,128,0.002,0.741554863440345,"[0.7399377096310493, 0.7431720172496407]",0.741554863440345,0.0016171538092956683,0.04,15.0,1000.0,1.8
357,203.36391615867615,sift,,,,,128,0.25,0.7466459032103498,"[0.7449688548155247, 0.7483229516051749]",0.7466459032103498,0.0016770483948251313,0.04,15.0,1000.0,1.8
358,202.300843000412,sift,,,,,128,1.0,0.7467656923814088,"[0.7449688548155247, 0.7485625299472928]",0.7467656923814088,0.0017968375658840574,0.04,15.0,1000.0,1.8
359,203.6341907978058,sift,,,,,128,4.0,0.7467656923814088,"[0.7449688548155247, 0.7485625299472928]",0.7467656923814088,0.0017968375658840574,0.04,15.0,1000.0,1.8
360,177.39270401000977,sift,,,,,128,0.002,0.6922017249640633,"[0.697532343076186, 0.6868711068519406]",0.6922017249640633,0.005330618112122654,0.08,5.0,0.0,1.2
361,176.5556719303131,sift,,,,,128,0.25,0.6960349784379491,"[0.7007666506947772, 0.6913033061811212]",0.6960349784379491,0.004731672256827968,0.08,5.0,0.0,1.2
362,175.86912512779236,sift,,,,,128,1.0,0.6961547676090081,"[0.701006229036895, 0.6913033061811212]",0.6961547676090081,0.004851461427886894,0.08,5.0,0.0,1.2
363,199.6967692375183,sift,,,,,128,4.0,0.6962146621945375,"[0.701006229036895, 0.6914230953521802]",0.6962146621945375,0.004791566842357431,0.08,5.0,0.0,1.2
364,200.51431703567505,sift,,,,,128,0.002,0.6542884523239099,"[0.6569238140872066, 0.6516530905606133]",0.6542884523239099,0.002635361763296651,0.08,5.0,0.0,1.6
365,197.74991106987,sift,,,,,128,0.25,0.6564446574029708,"[0.6576425491135601, 0.6552467656923814]",0.6564446574029708,0.0011978917105893716,0.08,5.0,0.0,1.6
366,183.5986669063568,sift,,,,,128,1.0,0.6565045519885002,"[0.6576425491135601, 0.6553665548634403]",0.6565045519885002,0.0011379971250599086,0.08,5.0,0.0,1.6
367,185.29333782196045,sift,,,,,128,4.0,0.6565045519885002,"[0.6576425491135601, 0.6553665548634403]",0.6565045519885002,0.0011379971250599086,0.08,5.0,0.0,1.6
368,187.13297295570374,sift,,,,,128,0.002,0.6465620507906085,"[0.644705318639195, 0.648418782942022]",0.6465620507906085,0.0018567321514135204,0.08,5.0,0.0,1.8
369,184.40062594413757,sift,,,,,128,0.25,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,0.0,1.8
370,187.89582991600037,sift,,,,,128,1.0,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,0.0,1.8
371,185.82419896125793,sift,,,,,128,4.0,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,0.0,1.8
372,177.20397901535034,sift,,,,,128,0.002,0.6922017249640633,"[0.697532343076186, 0.6868711068519406]",0.6922017249640633,0.005330618112122654,0.08,5.0,600.0,1.2
373,174.6574468612671,sift,,,,,128,0.25,0.6960349784379491,"[0.7007666506947772, 0.6913033061811212]",0.6960349784379491,0.004731672256827968,0.08,5.0,600.0,1.2
374,177.98145198822021,sift,,,,,128,1.0,0.6961547676090081,"[0.701006229036895, 0.6913033061811212]",0.6961547676090081,0.004851461427886894,0.08,5.0,600.0,1.2
375,174.6493580341339,sift,,,,,128,4.0,0.6962146621945375,"[0.701006229036895, 0.6914230953521802]",0.6962146621945375,0.004791566842357431,0.08,5.0,600.0,1.2
376,182.6078803539276,sift,,,,,128,0.002,0.6542884523239099,"[0.6569238140872066, 0.6516530905606133]",0.6542884523239099,0.002635361763296651,0.08,5.0,600.0,1.6
377,180.9300718307495,sift,,,,,128,0.25,0.6564446574029708,"[0.6576425491135601, 0.6552467656923814]",0.6564446574029708,0.0011978917105893716,0.08,5.0,600.0,1.6
378,770.689003944397,sift,,,,,128,1.0,0.6565045519885002,"[0.6576425491135601, 0.6553665548634403]",0.6565045519885002,0.0011379971250599086,0.08,5.0,600.0,1.6
379,177.01553320884705,sift,,,,,128,4.0,0.6565045519885002,"[0.6576425491135601, 0.6553665548634403]",0.6565045519885002,0.0011379971250599086,0.08,5.0,600.0,1.6
380,183.07137775421143,sift,,,,,128,0.002,0.6465620507906085,"[0.644705318639195, 0.648418782942022]",0.6465620507906085,0.0018567321514135204,0.08,5.0,600.0,1.8
381,183.55049014091492,sift,,,,,128,0.25,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,600.0,1.8
382,181.75370502471924,sift,,,,,128,1.0,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,600.0,1.8
383,184.08641481399536,sift,,,,,128,4.0,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,600.0,1.8
384,172.4853162765503,sift,,,,,128,0.002,0.6922017249640633,"[0.697532343076186, 0.6868711068519406]",0.6922017249640633,0.005330618112122654,0.08,5.0,1000.0,1.2
385,175.99422001838684,sift,,,,,128,0.25,0.6960349784379491,"[0.7007666506947772, 0.6913033061811212]",0.6960349784379491,0.004731672256827968,0.08,5.0,1000.0,1.2
386,172.08504223823547,sift,,,,,128,1.0,0.6961547676090081,"[0.701006229036895, 0.6913033061811212]",0.6961547676090081,0.004851461427886894,0.08,5.0,1000.0,1.2
387,173.96791291236877,sift,,,,,128,4.0,0.6962146621945375,"[0.701006229036895, 0.6914230953521802]",0.6962146621945375,0.004791566842357431,0.08,5.0,1000.0,1.2
388,180.39968585968018,sift,,,,,128,0.002,0.6542884523239099,"[0.6569238140872066, 0.6516530905606133]",0.6542884523239099,0.002635361763296651,0.08,5.0,1000.0,1.6
389,185.7494080066681,sift,,,,,128,0.25,0.6564446574029708,"[0.6576425491135601, 0.6552467656923814]",0.6564446574029708,0.0011978917105893716,0.08,5.0,1000.0,1.6
390,182.01639986038208,sift,,,,,128,1.0,0.6565045519885002,"[0.6576425491135601, 0.6553665548634403]",0.6565045519885002,0.0011379971250599086,0.08,5.0,1000.0,1.6
391,180.07505989074707,sift,,,,,128,4.0,0.6565045519885002,"[0.6576425491135601, 0.6553665548634403]",0.6565045519885002,0.0011379971250599086,0.08,5.0,1000.0,1.6
392,187.73052716255188,sift,,,,,128,0.002,0.6465620507906085,"[0.644705318639195, 0.648418782942022]",0.6465620507906085,0.0018567321514135204,0.08,5.0,1000.0,1.8
393,185.47572588920593,sift,,,,,128,0.25,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,1000.0,1.8
394,184.33358430862427,sift,,,,,128,1.0,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,1000.0,1.8
395,183.90249395370483,sift,,,,,128,4.0,0.6471011020603737,"[0.6465021562050791, 0.6477000479156684]",0.6471011020603737,0.0005989458552946303,0.08,5.0,1000.0,1.8
396,178.81460618972778,sift,,,,,128,0.002,0.7278390033540968,"[0.7278390033540968, 0.7278390033540968]",0.7278390033540968,0.0,0.08,10.0,0.0,1.2
397,179.6018660068512,sift,,,,,128,0.25,0.7305941542884523,"[0.731073310972688, 0.7301149976042166]",0.7305941542884523,0.00047915668423570423,0.08,10.0,0.0,1.2
398,180.24626898765564,sift,,,,,128,1.0,0.7305941542884523,"[0.731073310972688, 0.7301149976042166]",0.7305941542884523,0.00047915668423570423,0.08,10.0,0.0,1.2
399,180.64355087280273,sift,,,,,128,4.0,0.7305342597029229,"[0.7309535218016291, 0.7301149976042166]",0.7305342597029229,0.0004192620987062412,0.08,10.0,0.0,1.2
400,185.0483157634735,sift,,,,,128,0.002,0.6930402491614758,"[0.6928605654048874, 0.6932199329180642]",0.6930402491614758,0.0001796837565883891,0.08,10.0,0.0,1.6
401,184.3939971923828,sift,,,,,128,0.25,0.694477719214183,"[0.6942980354575946, 0.6946574029707714]",0.694477719214183,0.0001796837565883891,0.08,10.0,0.0,1.6
402,185.81961584091187,sift,,,,,128,1.0,0.6944178246286535,"[0.6941782462865357, 0.6946574029707714]",0.6944178246286535,0.00023957834211785212,0.08,10.0,0.0,1.6
403,185.19732904434204,sift,,,,,128,4.0,0.6943579300431241,"[0.6941782462865357, 0.6945376137997125]",0.6943579300431241,0.0001796837565883891,0.08,10.0,0.0,1.6
404,189.0918300151825,sift,,,,,128,0.002,0.6823790129372305,"[0.6829180642069956, 0.6818399616674653]",0.6823790129372305,0.0005390512697651673,0.08,10.0,0.0,1.8
405,188.7291121482849,sift,,,,,128,0.25,0.6859726880689986,"[0.6871106851940585, 0.6848346909439387]",0.6859726880689986,0.0011379971250599086,0.08,10.0,0.0,1.8
406,190.01805686950684,sift,,,,,128,1.0,0.6859127934834691,"[0.6869908960229996, 0.6848346909439387]",0.6859127934834691,0.0010781025395304455,0.08,10.0,0.0,1.8
407,190.976979970932,sift,,,,,128,4.0,0.6859127934834691,"[0.6869908960229996, 0.6848346909439387]",0.6859127934834691,0.0010781025395304455,0.08,10.0,0.0,1.8
408,182.46021819114685,sift,,,,,128,0.002,0.7278390033540968,"[0.7278390033540968, 0.7278390033540968]",0.7278390033540968,0.0,0.08,10.0,600.0,1.2
409,180.6397008895874,sift,,,,,128,0.25,0.7305941542884523,"[0.731073310972688, 0.7301149976042166]",0.7305941542884523,0.00047915668423570423,0.08,10.0,600.0,1.2
410,182.34824681282043,sift,,,,,128,1.0,0.7305941542884523,"[0.731073310972688, 0.7301149976042166]",0.7305941542884523,0.00047915668423570423,0.08,10.0,600.0,1.2
411,180.82234716415405,sift,,,,,128,4.0,0.7305342597029229,"[0.7309535218016291, 0.7301149976042166]",0.7305342597029229,0.0004192620987062412,0.08,10.0,600.0,1.2
412,475.97088074684143,sift,,,,,128,0.002,0.6930402491614758,"[0.6928605654048874, 0.6932199329180642]",0.6930402491614758,0.0001796837565883891,0.08,10.0,600.0,1.6
413,6952.914307117462,sift,,,,,128,0.25,0.694477719214183,"[0.6942980354575946, 0.6946574029707714]",0.694477719214183,0.0001796837565883891,0.08,10.0,600.0,1.6
414,18983.0648188591,sift,,,,,128,1.0,0.6944178246286535,"[0.6941782462865357, 0.6946574029707714]",0.6944178246286535,0.00023957834211785212,0.08,10.0,600.0,1.6
415,14627.08192396164,sift,,,,,128,4.0,0.6943579300431241,"[0.6941782462865357, 0.6945376137997125]",0.6943579300431241,0.0001796837565883891,0.08,10.0,600.0,1.6
416,18206.94545006752,sift,,,,,128,0.002,0.6823790129372305,"[0.6829180642069956, 0.6818399616674653]",0.6823790129372305,0.0005390512697651673,0.08,10.0,600.0,1.8
417,17849.421679735184,sift,,,,,128,0.25,0.6859726880689986,"[0.6871106851940585, 0.6848346909439387]",0.6859726880689986,0.0011379971250599086,0.08,10.0,600.0,1.8
418,6552.448431968689,sift,,,,,128,1.0,0.6859127934834691,"[0.6869908960229996, 0.6848346909439387]",0.6859127934834691,0.0010781025395304455,0.08,10.0,600.0,1.8
419,191.89577984809875,sift,,,,,128,4.0,0.6859127934834691,"[0.6869908960229996, 0.6848346909439387]",0.6859127934834691,0.0010781025395304455,0.08,10.0,600.0,1.8
420,183.02415990829468,sift,,,,,128,0.002,0.7278390033540968,"[0.7278390033540968, 0.7278390033540968]",0.7278390033540968,0.0,0.08,10.0,1000.0,1.2
421,184.89896607398987,sift,,,,,128,0.25,0.7305941542884523,"[0.731073310972688, 0.7301149976042166]",0.7305941542884523,0.00047915668423570423,0.08,10.0,1000.0,1.2
422,183.859445810318,sift,,,,,128,1.0,0.7305941542884523,"[0.731073310972688, 0.7301149976042166]",0.7305941542884523,0.00047915668423570423,0.08,10.0,1000.0,1.2
423,187.973317861557,sift,,,,,128,4.0,0.7305342597029229,"[0.7309535218016291, 0.7301149976042166]",0.7305342597029229,0.0004192620987062412,0.08,10.0,1000.0,1.2
424,190.08425402641296,sift,,,,,128,0.002,0.6930402491614758,"[0.6928605654048874, 0.6932199329180642]",0.6930402491614758,0.0001796837565883891,0.08,10.0,1000.0,1.6
425,188.53325486183167,sift,,,,,128,0.25,0.694477719214183,"[0.6942980354575946, 0.6946574029707714]",0.694477719214183,0.0001796837565883891,0.08,10.0,1000.0,1.6
426,188.7720329761505,sift,,,,,128,1.0,0.6944178246286535,"[0.6941782462865357, 0.6946574029707714]",0.6944178246286535,0.00023957834211785212,0.08,10.0,1000.0,1.6
427,186.13651180267334,sift,,,,,128,4.0,0.6943579300431241,"[0.6941782462865357, 0.6945376137997125]",0.6943579300431241,0.0001796837565883891,0.08,10.0,1000.0,1.6
428,187.31265997886658,sift,,,,,128,0.002,0.6823790129372305,"[0.6829180642069956, 0.6818399616674653]",0.6823790129372305,0.0005390512697651673,0.08,10.0,1000.0,1.8
429,185.61157131195068,sift,,,,,128,0.25,0.6859726880689986,"[0.6871106851940585, 0.6848346909439387]",0.6859726880689986,0.0011379971250599086,0.08,10.0,1000.0,1.8
430,187.1771800518036,sift,,,,,128,1.0,0.6859127934834691,"[0.6869908960229996, 0.6848346909439387]",0.6859127934834691,0.0010781025395304455,0.08,10.0,1000.0,1.8
431,186.89022016525269,sift,,,,,128,4.0,0.6859127934834691,"[0.6869908960229996, 0.6848346909439387]",0.6859127934834691,0.0010781025395304455,0.08,10.0,1000.0,1.8
432,179.71521401405334,sift,,,,,128,0.002,0.7328102539530427,"[0.731312889314806, 0.7343076185912794]",0.7328102539530427,0.0014973646382366868,0.08,15.0,0.0,1.2
433,177.8855059146881,sift,,,,,128,0.25,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,0.0,1.2
434,178.69060587882996,sift,,,,,128,1.0,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,0.0,1.2
435,178.76230311393738,sift,,,,,128,4.0,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,0.0,1.2
436,185.38110899925232,sift,,,,,128,0.002,0.700227599425012,"[0.6988500239578342, 0.7016051748921898]",0.700227599425012,0.0013775754671777607,0.08,15.0,0.0,1.6
437,186.0941288471222,sift,,,,,128,0.25,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,0.0,1.6
438,186.08075213432312,sift,,,,,128,1.0,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,0.0,1.6
439,186.5756139755249,sift,,,,,128,4.0,0.7033421178725443,"[0.7029228557738381, 0.7037613799712505]",0.7033421178725443,0.0004192620987062412,0.08,15.0,0.0,1.6
440,189.00589895248413,sift,,,,,128,0.002,0.6918423574508865,"[0.6909439386679445, 0.6927407762338285]",0.6918423574508865,0.000898418782942001,0.08,15.0,0.0,1.8
441,189.6106128692627,sift,,,,,128,0.25,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,0.0,1.8
442,190.60018610954285,sift,,,,,128,1.0,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,0.0,1.8
443,189.5943250656128,sift,,,,,128,4.0,0.6956756109247724,"[0.6938188787733589, 0.697532343076186]",0.6956756109247724,0.0018567321514135204,0.08,15.0,0.0,1.8
444,178.72759699821472,sift,,,,,128,0.002,0.7328102539530427,"[0.731312889314806, 0.7343076185912794]",0.7328102539530427,0.0014973646382366868,0.08,15.0,600.0,1.2
445,179.581848859787,sift,,,,,128,0.25,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,600.0,1.2
446,180.139230966568,sift,,,,,128,1.0,0.7362242453282224,"[0.7355055103018687, 0.736942980354576]",0.7362242453282224,0.0007187350263536119,0.08,15.0,600.0,1.2
